cell_id,p_hotspot_next
3579.0_407.0,0.082961656
3549.0_422.0,0.082713135
3554.0_197.0,0.08267415
3539.0_302.0,0.08247256
3609.0_267.0,0.08233362
3514.0_407.0,0.08229553
3489.0_432.0,0.082243234
3484.0_337.0,0.082176484
3559.0_227.0,0.08197891
3479.0_382.0,0.08180739
3534.0_242.0,0.08160811
3594.0_217.0,0.081586294
3544.0_257.0,0.081502154
3459.0_322.0,0.081466325
3599.0_232.0,0.08136961
3524.0_237.0,0.08124379
3479.0_287.0,0.08091543
3559.0_212.0,0.08084424
3509.0_402.0,0.08072262
3569.0_252.0,0.08064536
3569.0_317.0,0.08051203
3484.0_277.0,0.080489516
3424.0_402.0,0.080440246
3644.0_137.0,0.08034332
3544.0_212.0,0.080236174
3604.0_232.0,0.08017242
3639.0_237.0,0.079851374
3504.0_367.0,0.079735115
3629.0_117.0,0.079648405
3529.0_382.0,0.07951072
3519.0_387.0,0.079465136
3614.0_157.0,0.07931577
3594.0_177.0,0.07929399
3639.0_232.0,0.079284206
3614.0_242.0,0.07927864
3474.0_372.0,0.07927498
3554.0_287.0,0.079239644
3549.0_212.0,0.079192534
3604.0_187.0,0.07911809
3589.0_167.0,0.07897091
3534.0_357.0,0.07877177
3454.0_367.0,0.07871862
3529.0_452.0,0.07844384
3599.0_247.0,0.0783927
3469.0_377.0,0.07831698
3589.0_177.0,0.07831631
3554.0_422.0,0.07797999
3489.0_332.0,0.07785242
3634.0_137.0,0.07755108
3514.0_272.0,0.07750245
3609.0_122.0,0.07746739
3474.0_287.0,0.07721667
3459.0_332.0,0.07707556
3454.0_317.0,0.07676896
3484.0_392.0,0.07674594
3554.0_262.0,0.07667163
3639.0_267.0,0.076589964
3639.0_277.0,0.07656274
3454.0_342.0,0.07651167
3564.0_207.0,0.07650433
3459.0_342.0,0.076487795
3539.0_427.0,0.07645817
3539.0_327.0,0.076364525
3599.0_187.0,0.07630915
3489.0_437.0,0.076291196
3529.0_242.0,0.07615978
3544.0_407.0,0.07609343
3514.0_387.0,0.07596142
3459.0_312.0,0.075813465
3614.0_277.0,0.075701915
3639.0_272.0,0.07564389
3589.0_182.0,0.075618595
3464.0_387.0,0.07557227
3449.0_357.0,0.07535574
3584.0_177.0,0.074994355
3484.0_432.0,0.074889466
3564.0_202.0,0.074744515
3479.0_397.0,0.07468548
3559.0_257.0,0.07445034
3659.0_217.0,0.07435287
3549.0_247.0,0.074304365
3459.0_372.0,0.074239954
3509.0_277.0,0.07423047
3484.0_327.0,0.07422082
3644.0_127.0,0.074170016
3529.0_252.0,0.074151844
3619.0_147.0,0.07408073
3544.0_232.0,0.07398105
3549.0_402.0,0.073959306
3604.0_177.0,0.07383048
3539.0_232.0,0.0736703
3549.0_237.0,0.07347883
3524.0_387.0,0.07327028
3489.0_342.0,0.0731698
3624.0_232.0,0.07315067
3579.0_292.0,0.07313055
3529.0_407.0,0.07308288
3619.0_197.0,0.07298293
3524.0_362.0,0.072816804
3519.0_267.0,0.07280671
3664.0_222.0,0.07279626
3604.0_127.0,0.07278006
3609.0_127.0,0.07245316
3474.0_297.0,0.07224736
3519.0_272.0,0.07220789
3544.0_262.0,0.0721882
3454.0_352.0,0.07214407
3469.0_317.0,0.07203087
3619.0_277.0,0.07197594
3499.0_257.0,0.071967915
3624.0_132.0,0.07185877
3584.0_242.0,0.071654074
3549.0_337.0,0.071568966
3604.0_157.0,0.07150602
3534.0_377.0,0.071412906
3549.0_352.0,0.07131823
3539.0_287.0,0.07124026
3479.0_402.0,0.071191214
3484.0_457.0,0.0711787
3454.0_377.0,0.07117856
3549.0_207.0,0.07109497
3484.0_347.0,0.07095604
3559.0_232.0,0.07071459
3559.0_427.0,0.070345156
3509.0_262.0,0.07023723
3554.0_247.0,0.07010081
3589.0_192.0,0.07008065
3554.0_297.0,0.0700693
3579.0_347.0,0.069935605
3574.0_212.0,0.069870256
3599.0_157.0,0.069864586
3544.0_302.0,0.06983895
3559.0_252.0,0.06982649
3609.0_167.0,0.06977272
3514.0_352.0,0.06967585
3534.0_237.0,0.06961217
3539.0_362.0,0.06959749
3519.0_352.0,0.06941404
3489.0_377.0,0.06929642
3639.0_132.0,0.069175474
3574.0_317.0,0.069158055
3499.0_402.0,0.06874367
3579.0_217.0,0.068707734
3569.0_247.0,0.06865128
3559.0_302.0,0.06864873
3604.0_222.0,0.068609335
3609.0_147.0,0.06824104
3479.0_307.0,0.06810286
3529.0_317.0,0.068081915
3549.0_192.0,0.06806794
3589.0_317.0,0.06805175
3644.0_187.0,0.06802825
3484.0_272.0,0.06788118
3514.0_297.0,0.06785067
3589.0_187.0,0.06781047
3459.0_422.0,0.06771634
3499.0_397.0,0.067690276
3509.0_252.0,0.06761633
3609.0_252.0,0.06734631
3549.0_267.0,0.06733965
3664.0_217.0,0.067313366
3629.0_277.0,0.06726339
3519.0_357.0,0.06717495
3484.0_342.0,0.06705684
3534.0_367.0,0.06705199
3514.0_362.0,0.067013
3614.0_192.0,0.06675692
3579.0_207.0,0.06666099
3464.0_392.0,0.06662115
3549.0_387.0,0.06660714
3529.0_262.0,0.066583194
3534.0_322.0,0.06646241
3454.0_327.0,0.0664383
3504.0_287.0,0.06641618
3584.0_392.0,0.06633162
3454.0_382.0,0.066260256
3549.0_332.0,0.0662172
3529.0_447.0,0.06613421
3504.0_267.0,0.065955624
3629.0_267.0,0.0658078
3599.0_167.0,0.06579681
3544.0_252.0,0.06578602
3499.0_272.0,0.06576523
3499.0_352.0,0.06569842
3619.0_187.0,0.06517747
3449.0_417.0,0.06514806
3554.0_222.0,0.064990215
3564.0_307.0,0.064942606
3514.0_277.0,0.064849
3469.0_417.0,0.06470648
3504.0_417.0,0.0646016
3484.0_412.0,0.064336136
3574.0_257.0,0.064281486
3649.0_257.0,0.06426159
3574.0_307.0,0.06422483
3544.0_397.0,0.06416842
3494.0_387.0,0.0641653
3489.0_337.0,0.06405681
3504.0_362.0,0.06403065
3509.0_377.0,0.063947484
3494.0_392.0,0.06385969
3509.0_272.0,0.06383816
3519.0_377.0,0.06377914
3454.0_332.0,0.063776135
3464.0_317.0,0.063682586
3519.0_347.0,0.063377865
3484.0_297.0,0.063255385
3559.0_297.0,0.063180335
3594.0_272.0,0.06317129
3604.0_317.0,0.06296929
3494.0_417.0,0.062928
3494.0_327.0,0.06290271
3464.0_322.0,0.06289783
3524.0_312.0,0.06287542
3429.0_402.0,0.06273111
3524.0_357.0,0.06249839
3614.0_152.0,0.062496766
3569.0_267.0,0.06242562
3569.0_202.0,0.062294047
3464.0_327.0,0.06228458
3494.0_422.0,0.062205855
3569.0_392.0,0.062148422
3659.0_222.0,0.062117063
3579.0_212.0,0.062094536
3504.0_392.0,0.062087826
3624.0_222.0,0.06208043
3504.0_422.0,0.062072437
3529.0_322.0,0.062023032
3494.0_257.0,0.061959833
3524.0_267.0,0.06184553
3569.0_212.0,0.061782714
3554.0_227.0,0.061736424
3469.0_342.0,0.06171619
3634.0_257.0,0.06169521
3554.0_327.0,0.06158445
3459.0_387.0,0.061583176
3529.0_282.0,0.061533924
3529.0_352.0,0.061472017
3584.0_187.0,0.061404046
3529.0_442.0,0.061333176
3479.0_387.0,0.061125506
3489.0_382.0,0.06110382
3509.0_387.0,0.06108367
3549.0_252.0,0.0609267
3494.0_377.0,0.060860146
3454.0_357.0,0.06078996
3529.0_302.0,0.060401045
3514.0_392.0,0.060393173
3534.0_362.0,0.060311683
3509.0_342.0,0.06025892
3529.0_362.0,0.060256366
3494.0_262.0,0.060234338
3624.0_127.0,0.060183927
3479.0_427.0,0.06009252
3509.0_397.0,0.060045734
3434.0_422.0,0.059917875
3644.0_117.0,0.059862353
3504.0_302.0,0.059811555
3624.0_267.0,0.059801675
3609.0_312.0,0.059800025
3599.0_217.0,0.0597416
3549.0_392.0,0.059717935
3474.0_377.0,0.059684597
3489.0_267.0,0.059681546
3469.0_402.0,0.059603296
3459.0_407.0,0.059592362
3614.0_137.0,0.05958689
3534.0_252.0,0.059560884
3629.0_257.0,0.05955654
3454.0_322.0,0.05944364
3499.0_267.0,0.059405405
3489.0_402.0,0.059382115
3609.0_207.0,0.05920948
3584.0_407.0,0.05920657
3469.0_412.0,0.05914468
3619.0_127.0,0.059044447
3469.0_427.0,0.059023682
3559.0_277.0,0.05887196
3529.0_337.0,0.058776386
3549.0_277.0,0.05874007
3519.0_302.0,0.05855126
3479.0_337.0,0.05847432
3519.0_342.0,0.058418423
3559.0_317.0,0.05831301
3489.0_287.0,0.058251478
3499.0_422.0,0.05822409
3474.0_342.0,0.058182314
3574.0_202.0,0.058087543
3524.0_352.0,0.057996646
3654.0_217.0,0.057983983
3469.0_322.0,0.057963364
3539.0_342.0,0.057864524
3629.0_247.0,0.057719667
3529.0_377.0,0.057678107
3529.0_372.0,0.057449564
3509.0_357.0,0.057426874
3469.0_347.0,0.057212066
3614.0_227.0,0.057192665
3494.0_272.0,0.05715724
3494.0_402.0,0.057037637
3504.0_262.0,0.056992758
3529.0_342.0,0.056944635
3489.0_292.0,0.05691859
3449.0_387.0,0.056897335
3479.0_432.0,0.056655675
3644.0_247.0,0.056561556
3534.0_262.0,0.056507774
3484.0_322.0,0.05645987
3484.0_287.0,0.05637796
3629.0_142.0,0.056233104
3554.0_292.0,0.056126323
3539.0_272.0,0.056122202
3539.0_387.0,0.05611165
3519.0_332.0,0.05607125
3524.0_302.0,0.055953436
3509.0_382.0,0.055880535
3494.0_397.0,0.055854443
3499.0_387.0,0.055809245
3609.0_192.0,0.055798806
3559.0_272.0,0.055737197
3554.0_272.0,0.055654645
3464.0_362.0,0.055625036
3474.0_392.0,0.05553304
3489.0_362.0,0.05551135
3544.0_307.0,0.055508766
3484.0_292.0,0.055354442
3529.0_332.0,0.05535291
3529.0_347.0,0.055317316
3549.0_197.0,0.05528356
3489.0_407.0,0.055244043
3484.0_332.0,0.055213064
3614.0_202.0,0.055118766
3534.0_382.0,0.05510927
3469.0_352.0,0.055105753
3524.0_347.0,0.055028096
3484.0_352.0,0.05501679
3519.0_262.0,0.054966994
3614.0_257.0,0.054932848
3564.0_292.0,0.054926816
3544.0_277.0,0.054899015
3619.0_257.0,0.054707874
3544.0_322.0,0.0546758
3524.0_342.0,0.0544835
3559.0_267.0,0.054454863
3479.0_332.0,0.05429875
3519.0_392.0,0.054025725
3474.0_357.0,0.053895894
3504.0_257.0,0.053871308
3509.0_392.0,0.053782545
3509.0_362.0,0.053629182
3464.0_332.0,0.053461477
3469.0_362.0,0.053402476
3619.0_132.0,0.053367496
3559.0_222.0,0.05328266
3544.0_327.0,0.053015243
3469.0_422.0,0.05300459
3484.0_377.0,0.052955475
3464.0_422.0,0.05291721
3544.0_332.0,0.052859254
3619.0_222.0,0.052836075
3504.0_352.0,0.052818935
3619.0_227.0,0.05272299
3454.0_412.0,0.05266378
3579.0_202.0,0.052577432
3509.0_312.0,0.052537125
3529.0_357.0,0.052398313
3509.0_327.0,0.05226808
3524.0_262.0,0.05216459
3524.0_247.0,0.05185632
3639.0_197.0,0.051785376
3519.0_382.0,0.051755134
3514.0_402.0,0.051709272
3514.0_372.0,0.051647138
3459.0_352.0,0.051447928
3459.0_417.0,0.0513627
3484.0_282.0,0.05135639
3504.0_377.0,0.051352974
3469.0_312.0,0.0513469
3604.0_242.0,0.051344868
3494.0_277.0,0.051338147
3504.0_332.0,0.051036607
3534.0_337.0,0.05091162
3534.0_342.0,0.05086348
3489.0_277.0,0.050559517
3649.0_237.0,0.050551493
3589.0_422.0,0.050499443
3529.0_297.0,0.05043672
3644.0_182.0,0.050429765
3504.0_277.0,0.050416443
3469.0_397.0,0.05024453
3534.0_317.0,0.050144058
3549.0_427.0,0.05008648
3499.0_417.0,0.049860563
3624.0_277.0,0.049813148
3519.0_367.0,0.049798716
3509.0_257.0,0.049764745
3554.0_302.0,0.04967333
3494.0_412.0,0.049615797
3494.0_382.0,0.049614333
3524.0_382.0,0.049411964
3489.0_262.0,0.049306136
3489.0_387.0,0.0492493
3549.0_312.0,0.049091622
3454.0_372.0,0.048942585
3474.0_412.0,0.0487857
3479.0_317.0,0.048706863
3519.0_362.0,0.04867062
3529.0_327.0,0.048406135
3534.0_287.0,0.048061244
3479.0_392.0,0.04799198
3464.0_312.0,0.047890417
3489.0_357.0,0.047882613
3524.0_367.0,0.047820218
3479.0_347.0,0.047784906
3474.0_402.0,0.047727507
3544.0_427.0,0.047690623
3509.0_332.0,0.047433995
3539.0_367.0,0.047391158
3469.0_372.0,0.047340006
3539.0_332.0,0.047319185
3469.0_367.0,0.0473128
3494.0_352.0,0.047252364
3464.0_377.0,0.046980333
3484.0_302.0,0.04688335
3599.0_297.0,0.04680534
3499.0_362.0,0.046789344
3514.0_332.0,0.046757307
3464.0_337.0,0.04666249
3469.0_382.0,0.046590403
3514.0_302.0,0.046484634
3459.0_327.0,0.046313126
3499.0_327.0,0.04624641
3494.0_297.0,0.04609673
3504.0_402.0,0.045890372
3464.0_367.0,0.04577671
3539.0_317.0,0.045761924
3494.0_367.0,0.045695983
3564.0_317.0,0.04568143
3589.0_307.0,0.045477334
3499.0_332.0,0.045429915
3509.0_302.0,0.04537704
3469.0_332.0,0.04527846
3469.0_432.0,0.045056965
3514.0_337.0,0.04495482
3554.0_317.0,0.044916715
3499.0_302.0,0.044909384
3544.0_317.0,0.044868577
3509.0_412.0,0.04486396
3474.0_327.0,0.04485804
3534.0_302.0,0.044690773
3489.0_272.0,0.04454183
3469.0_357.0,0.04440692
3494.0_267.0,0.04412512
3474.0_387.0,0.044087768
3619.0_282.0,0.044072296
3484.0_382.0,0.044071626
3464.0_357.0,0.043962963
3489.0_302.0,0.043883454
3474.0_437.0,0.04374652
3484.0_387.0,0.04371915
3514.0_327.0,0.04362505
3559.0_342.0,0.043472577
3469.0_337.0,0.04335939
3609.0_217.0,0.043303132
3499.0_307.0,0.043262184
3504.0_327.0,0.0430925
3499.0_392.0,0.04303339
3544.0_312.0,0.04297517
3499.0_277.0,0.042954903
3514.0_357.0,0.042930145
3499.0_412.0,0.042699482
3474.0_317.0,0.042687394
3469.0_387.0,0.04268556
3514.0_282.0,0.042680494
3494.0_357.0,0.042611025
3524.0_297.0,0.04248442
3464.0_342.0,0.042435594
3534.0_332.0,0.042421628
3504.0_322.0,0.042370975
3539.0_257.0,0.04220124
3519.0_337.0,0.041879103
3514.0_382.0,0.04175044
3479.0_292.0,0.04173911
3454.0_362.0,0.04154085
3544.0_207.0,0.0412828
3549.0_357.0,0.041070763
3474.0_322.0,0.04105394
3504.0_357.0,0.04102309
3504.0_342.0,0.040949848
3529.0_307.0,0.040894452
3539.0_207.0,0.040821224
3534.0_292.0,0.04067371
3489.0_347.0,0.04044281
3494.0_362.0,0.040350154
3499.0_262.0,0.040311664
3509.0_317.0,0.040282227
3534.0_327.0,0.040165514
3504.0_292.0,0.040090792
3474.0_417.0,0.040000815
3499.0_357.0,0.039925914
3464.0_417.0,0.039915014
3534.0_297.0,0.03984317
3599.0_242.0,0.039830405
3464.0_407.0,0.039757203
3464.0_397.0,0.03975249
3464.0_372.0,0.03973977
3519.0_312.0,0.039686244
3559.0_292.0,0.039653435
3504.0_282.0,0.039537657
3479.0_302.0,0.0394947
3474.0_407.0,0.03920359
3494.0_307.0,0.039028354
3514.0_377.0,0.038875557
3479.0_412.0,0.038800817
3539.0_312.0,0.03873632
3614.0_187.0,0.038646966
3479.0_352.0,0.03864043
3484.0_367.0,0.03852536
3529.0_287.0,0.038481124
3604.0_217.0,0.03843201
3544.0_242.0,0.038414173
3509.0_322.0,0.038306378
3524.0_372.0,0.037957095
3509.0_337.0,0.037937928
3494.0_282.0,0.037894946
3639.0_177.0,0.037835065
3524.0_327.0,0.037720166
3524.0_337.0,0.037575316
3604.0_312.0,0.037530884
3569.0_197.0,0.037525237
3469.0_407.0,0.0373497
3534.0_307.0,0.0373049
3459.0_382.0,0.03724724
3459.0_362.0,0.03712289
3489.0_307.0,0.036905196
3474.0_332.0,0.036859427
3514.0_312.0,0.036710925
3474.0_422.0,0.036710646
3539.0_352.0,0.036704913
3494.0_347.0,0.036383275
3514.0_342.0,0.036369752
3514.0_322.0,0.035977367
3639.0_137.0,0.03553831
3554.0_267.0,0.035433784
3469.0_392.0,0.035380743
3464.0_382.0,0.035209153
3514.0_292.0,0.035023883
3499.0_287.0,0.034974344
3539.0_307.0,0.034911215
3489.0_282.0,0.03445811
3509.0_307.0,0.034444913
3509.0_352.0,0.033864614
3464.0_347.0,0.033831984
3494.0_337.0,0.033819426
3534.0_312.0,0.03372126
3494.0_342.0,0.03350765
3624.0_152.0,0.033486903
3519.0_327.0,0.033389363
3614.0_292.0,0.033299867
3504.0_412.0,0.033212636
3529.0_312.0,0.03301186
3579.0_382.0,0.0329842
3524.0_317.0,0.032864686
3504.0_307.0,0.032843992
3494.0_332.0,0.032781884
3619.0_182.0,0.03262117
3499.0_282.0,0.032087516
3639.0_182.0,0.031808984
3524.0_307.0,0.031806957
3504.0_337.0,0.03173432
3519.0_317.0,0.031661104
3519.0_287.0,0.031648375
3524.0_322.0,0.031507287
3494.0_292.0,0.031167984
3499.0_342.0,0.030911742
3519.0_292.0,0.030683085
3514.0_317.0,0.030634485
3504.0_347.0,0.030453274
3494.0_287.0,0.030392919
3499.0_347.0,0.029822279
3544.0_352.0,0.02943291
3484.0_267.0,0.029366102
3514.0_307.0,0.029134385
3539.0_277.0,0.028965645
3554.0_312.0,0.028954584
3529.0_267.0,0.0282433
3479.0_282.0,0.027959278
3519.0_322.0,0.02787111
3524.0_332.0,0.026808292
3509.0_347.0,0.026734848
3549.0_322.0,0.026719308
3524.0_287.0,0.026612956
3509.0_292.0,0.025880303
3494.0_302.0,0.025839541
3519.0_297.0,0.025838586
3499.0_337.0,0.025366878
3509.0_287.0,0.02526963
3509.0_297.0,0.024950802
3509.0_282.0,0.024783945
3504.0_297.0,0.024559364
3584.0_382.0,0.024342462
3519.0_307.0,0.023805924
3549.0_317.0,0.02285897
3499.0_297.0,0.022407819
3499.0_292.0,0.02194197
3589.0_407.0,0.016365977
3584.0_387.0,0.014425518
3564.0_312.0,0.0139735695
3539.0_322.0,0.012708473
3619.0_287.0,0.011343116
3609.0_197.0,0.010226738
3569.0_312.0,0.009502781
3609.0_307.0,0.006397198
3624.0_257.0,0.0051312894
